,state,county,lat,lon,total_population,population_density_per_sqmi,percent_adults_with_obesity,percent_physically_inactive,percent_uninsured,primary_care_physicians_rate,high_school_graduation_rate,percent_some_college,percent_unemployed_CHR,percent_unemployed_CDC,median_household_income,per_capita_income,num_deaths,percent_vaccinated,eightieth_percentile_income,twentieth_percentile_income,percent_food_insecure,percent_age_65_and_older,percent_age_17_and_younger
637,Illinois,Jo Daviess,42.3657624341272,-90.2125052703518,22186,36.9209358801287,28.7,25.8,7.1269203799,46.30916,92.889334741,62.583892617,4.3886005645,4.9,56832,29892,272,47,102344,26353,8.5,24.4,19.7
638,Illinois,Johnson,37.4596363067954,-88.8809314174695,12866,37.4101993215205,24.6,26.1,5.8788878417,7.75194,97.238391225,45.887173022,7.8048780488,8.9,53884,20928,201,44,97217,22304,12.6,19,18
639,Illinois,Kane,41.9388886911686,-88.4286469511679,526615,1012.40390912471,28.8,14.8,9.1037245076,40.77304,88.10308255,61.926218998,4.9112635587,6.9,79834,31774,4327,49,146416,34668,5.7,11.7,27.1
640,Illinois,Kankakee,41.1377168877414,-87.8618307542189,111493,164.791376396664,41.2,36.5,6.6581044065,40.14415,93.163778626,60.437121469,5.4220314735,8.4,53884,25111,1638,46,108008,23230,12.2,15,24.1
641,Illinois,Kendall,41.5905455437168,-88.4288413515238,121452,379.200573131497,31.4,22,5.2563618316,37.23716,95.267103935,72.79316522,3.5175359513,5.3,93345,31920,835,53,146913,47749,5.5,8.8,29.8
642,Illinois,Knox,40.9318149115154,-90.2132691654556,51752,72.2374813871255,29.2,30.1,5.780457199,57.26924,86.847717842,56.347206534,5.3281088141,6.8,44553,22939,817,50,86990,18321,13.4,19.6,19.9
643,Illinois,Lake,42.3233782907027,-88.0036309868095,702890,1583.5244361188,25.4,19.8,7.134818399,111.29748,90.943451402,69.374588151,4.5187512718,7,87336,40655,5757,51,174947,36005,6.5,12.2,25.5
644,Illinois,LaSalle,41.3439936947388,-88.8859625211975,111935,98.6093279151122,28.1,29.9,5.921120497,36.3415,85.48473066,59.707557919,5.8011737507,9.6,54063,26228,1599,45,106226,24180,10.4,17.5,22
645,Illinois,Lawrence,38.7199861235342,-87.7267447520884,16582,44.5539558498532,22.6,26,6.7980655169,24.74023,79.020783646,49.858849077,5.885303461,5.6,43767,16417,260,45,92581,22445,13.3,16.7,19
646,Illinois,Lee,41.7462069234079,-89.3004019007163,34718,47.896357203654,37.1,27.7,5.8109657272,69.75528,83.375732899,62.427540518,4.419269811,6.4,54915,27021,482,44,102956,25402,9.9,17.5,20.2
647,Illinois,Livingston,40.8915759033046,-88.5577243570363,37278,35.6991026915962,34.3,26.9,5.7222685874,46.55239,93.656704782,52.444600774,4.4190246839,6.1,59323,26777,546,51,107460,23154,10.7,17.3,21.8
648,Illinois,Logan,40.1245685844112,-89.3675486441608,29820,48.2480397853712,36.1,24.3,5.2516302454,27.3551,82.157476636,60.832004253,4.7152194211,7.1,52959,23410,414,41,104778,27889,10,17,18.7
649,Illinois,McDonough,40.4562028438941,-90.6779164872266,31727,53.8286667009479,34.8,27.1,7.1379951899,48.66496,89.252420185,71.304215027,5.1201437233,9.3,42887,22387,356,47,96850,15580,14.3,15.1,16.6
650,Illinois,McHenry,42.3244709065163,-88.4523584090988,307083,509.071975174095,33,21.3,5.9537428688,51.11251,93.090276588,70.464739002,3.4965540944,6.5,86268,34589,2908,50,147437,39380,6.4,12.2,25
651,Illinois,McLean,40.4908779533787,-88.8473313238608,173254,146.409889538407,33.5,23.2,5.1281505601,56.88084,91.588411574,78.267038953,4.187099637,4.7,67087,31752,1492,57,130476,25210,11.6,11.4,22
652,Illinois,Macon,39.8599892456465,-88.9616115985455,108404,186.682269353919,31.5,29.6,5.5362227143,83.17502,84.808781484,64.575601097,5.5943636036,10.1,50684,27010,1585,46,98691,20566,14,17.8,22.4
653,Illinois,Macoupin,39.2610116088559,-89.9244378711963,46482,53.8660348590942,28,23.4,5.9535682624,24.20455,87.940447234,62.713163441,4.9076562906,9.4,53409,26779,700,35,103007,23261,10.6,18.7,21.7
654,Illinois,Madison,38.8298791699142,-89.9051423094649,266759,372.707150480075,36.9,23.9,4.9205690007,45.58675,86.985338718,70.143515393,4.5179268066,8.2,60121,29100,3872,51,111283,24716,11.6,15.6,22.2
655,Illinois,Marion,38.649600543461,-88.9189857702748,38503,67.2689584348552,29.6,32.3,6.173415024,36.93736,82.080718796,60.91023155,4.9443131961,9.1,46096,23366,707,46,89437,20122,12.6,18.4,22.9
656,Illinois,Marshall,41.0331727836664,-89.3447644493333,12060,31.1795245001057,26.5,26.5,5.8862876254,8.52515,86.506382979,60.657084189,5.1905626134,5.9,57422,28279,208,43,104012,23773,9.2,22.1,20.3
657,Illinois,Mason,40.2396633748989,-89.9167789848297,13931,25.8346311347,29.8,27.4,6.2529472791,21.87386,87.041523342,52.417472491,5.9987337765,10.1,48764,25166,237,35,90077,22115,11.6,20.5,21.2
658,Illinois,Massac,37.2189767973635,-88.7077275951776,14883,62.739885995785,33.4,30.9,6.1435254656,20.91467,86.321171171,62.439467312,7.0111343076,7.8,43783,23673,293,47,88472,18706,13.6,20.5,22
659,Illinois,Menard,40.0273971147743,-89.8021926636543,12576,39.9952548122091,30.1,22.3,5.4073175662,40.83299,86.882966226,63.116228859,4.0065779638,5.7,74872,31323,165,39,120477,31314,9.5,18.1,22.7
660,Illinois,Mercer,41.2053431033093,-90.7414546811763,15971,28.4586902323506,32.6,24.2,5.3441361814,19.20861,87.4,65.060597103,5.2819943231,6.1,58384,27566,251,44,98096,26998,10,20.3,21.9
661,Illinois,Monroe,38.2785536649756,-90.1773845263782,33703,87.5364760251572,36.3,20.7,3.6590524535,35.19371,92.859009547,80.03033367,3.4632965851,4.6,88481,35699,279,52,146948,34475,6.7,16,23
662,Illinois,Montgomery,39.2310401691354,-89.4788922177543,29301,41.639299492603,31,27.3,5.9814418273,62.52171,86.096663954,54.975369458,5.9372634766,5.7,53138,21072,426,31,93447,20766,12.1,18.5,20.1
663,Illinois,Morgan,39.7155671040364,-90.2014772416971,34801,61.1828179559862,32.1,25.9,5.221817016,41.42257,77.687164179,60.089361188,4.4086087436,7.2,48976,25201,519,42,93505,20457,12,18.5,19.8
664,Illinois,Moultrie,39.641423602594,-88.6193077025339,14915,44.3974034730655,24.8,24.2,8.0309790386,27.23312,96.064449064,63.98467433,3.8410419989,4,59901,25351,178,43,104741,27202,9.8,18.9,24.6
665,Illinois,Ogle,42.0426524962236,-89.3206740486968,52034,68.594197907126,37.1,28.2,6.6498134104,64.62605,94.192792162,63.325391423,5.0417177429,6.5,61794,28026,662,49,111199,27554,9,17.1,23.1
666,Illinois,Peoria,40.7880644684938,-89.759984564797,186818,301.713879567925,35.9,22,6.3206356876,122.39701,82.227084947,71.201203083,5.5447493078,8.2,56478,29055,2485,49,106649,21476,14.3,15,23.9
667,Illinois,Perry,38.0837771143258,-89.3669860534011,21595,48.8826206548812,32.1,26.4,5.6608776349,51.67959,91.449701314,46.657233817,5.9720908231,6.6,49965,22650,288,29,90091,17975,12.5,17.2,19.5
668,Illinois,Piatt,40.0103496698315,-88.5911097363359,16469,37.5002994795608,25.2,22.2,4.7361705322,48.64701,92.547619048,72.91005291,4.3060498221,6.3,67460,33197,191,49,111542,33674,7.5,18.2,22.6
669,Illinois,Pike,39.622509002657,-90.8863031448535,16054,19.3095922341512,29.8,32.1,7.1487603306,50.5657,83.009202454,53.376844495,4.8098125689,6.6,47815,22048,245,24,83302,19931,11.1,19.8,22.2
670,Illinois,Pope,37.4127013603948,-88.5615291950515,4255,11.5383649447414,26.6,22.5,7.5484301937,NA,85.7,54.013605442,6.1107938321,8.5,43053,21427,NA,28,85611,18969,11.2,26.2,17.4
671,Illinois,Pulaski,37.2228895385958,-89.1265882396473,5792,29.078468351601,34.6,22.9,7.4518100611,NA,95.174380165,57.402812242,8.2238442822,11.9,38400,18924,113,36,70344,15188,17.1,20.2,22.5
672,Illinois,Putnam,41.2044689952853,-89.2858476774464,5746,35.8765202030408,26,19.6,5.8465011287,17.46115,84.7,59.312080537,5.2302631579,5.8,66319,32584,NA,41,105000,30321,8.3,20.1,20.2
673,Illinois,Randolph,38.0521407257748,-89.82532904711,32934,57.2264790523513,27.2,26.8,5.4939673211,43.17922,87.711350919,47.966452206,4.4359949303,5.2,53607,23424,462,29,94344,24199,11.1,17.2,19.3
674,Illinois,Richland,38.7123986564675,-88.0851131725135,16072,44.6421220573361,28.1,21.8,6.3428980208,50.3113,91.7,65.173172073,4.6948356808,5.6,48152,23972,244,48,94211,20647,11.5,19.8,22.7
675,Illinois,Rock Island,41.4673261988557,-90.5673848895084,146536,342.806745823674,33.7,22.3,6.7429185267,51.79272,92.542577288,64.38651176,5.2291675366,7.7,52642,26893,1973,52,100224,22918,11.2,17.5,22.4
676,Illinois,St. Clair,38.4703081009505,-89.9283941743961,265569,403.736094756425,37.1,31.4,6.1790247161,59.43333,88.178642007,67.371770321,5.0498459023,8.3,58222,27683,3825,43,111084,21076,15.5,13.8,24.1
677,Illinois,Saline,37.7531988676526,-88.5408088962064,24659,64.9217399687627,27.1,35.6,7.0537428023,62.2355,87.892461005,66.379310345,6.508755947,12.4,40761,21917,488,25,87397,14552,14.3,19.1,21.8
678,Illinois,Sangamon,39.7581729900386,-89.6588830531686,198639,228.767311065734,30.6,23.6,5.4573998854,120.13113,85.277775167,70.768327971,4.2935139925,7.5,62242,31904,2593,51,117015,23511,12.6,15.6,22.9
679,Illinois,Schuyler,40.1580360593765,-90.6150853226322,7205,16.4771300118695,25.9,21.9,6.8372943327,28.42928,88,64.957264957,4.4691061788,6.2,52018,24323,141,33,86623,25342,13,19.6,18.7
680,Illinois,Scott,39.6441276325883,-90.4747040272512,5169,20.6007887499326,28.2,25.6,5.0149700599,NA,95.432098765,52.197802198,5.3607416364,9.7,55198,25568,77,39,94571,23675,11.3,19,22.6
681,Illinois,Shelby,39.3911260925807,-88.8055946692661,22011,29.0177670402204,32.3,25.5,5.0835407039,27.62558,93.461187215,59.485123444,4.317016317,5.4,56509,23974,286,46,89071,23289,9.8,20.4,21.7
682,Illinois,Stark,41.0933324218069,-89.7975204962735,5840,20.2722170289671,25.5,24,6.2806444081,18.40265,90.9,54.225352113,6.3007344414,6.9,52651,28545,94,45,96075,21743,11.1,24.2,21.1
683,Illinois,Stephenson,42.3517240384405,-89.6623698821319,46283,81.9822652965161,34,25,6.287029048,42.17162,81.769498681,66.619687771,4.7525566107,8.5,47357,24529,605,47,91811,20676,12.8,20.6,21.7
684,Illinois,Tazewell,40.5075326594464,-89.5134267368428,135400,209.310659594268,32.5,25.4,4.6238426463,46.4329,88.999379403,69.354790819,4.8787202153,5.1,61508,30700,1703,52,113740,29515,9.3,17,23.1
685,Illinois,Union,37.471238763786,-89.2551182954986,17458,42.2241959842319,37.2,28.9,7.252763669,70.58824,91.452810304,58.666339789,6.4663882527,6.3,49716,24296,305,52,93023,18998,11.7,19.5,20.8
686,Illinois,Vermilion,40.1834502222557,-87.732846189488,79613,88.6195807912889,40.9,31.5,6.4625682114,43.64066,83.156116084,50.604717343,6.1766632914,9.7,44638,22733,1370,34,87768,19725,14.7,17.4,24
687,Illinois,Wabash,38.4460344041374,-87.8445083168688,11587,51.9005991028897,35.4,22.1,5.981595092,43.51989,76.9,63.403441683,4.4518156425,8.6,53414,24697,140,30,92068,20853,10.7,18.9,21.9
688,Illinois,Warren,40.8488223600117,-90.6150117623499,17611,32.4683490116307,26.1,26.6,7.7315208156,40.77591,93.926361386,60.50288109,4.2227591762,8.1,53532,23350,221,41,93628,23389,9.8,18.3,22.2
689,Illinois,Washington,38.3521731781148,-89.4104541688065,14369,25.5415718900353,28.4,29.5,5.3360743654,21.38275,92.077627119,73.639404074,3.012987013,5.4,66937,29548,171,47,105069,28633,8.5,18.5,21.2
690,Illinois,Wayne,38.429578141266,-88.4256334816717,16517,23.1390909259391,31.1,26.3,6.6836853098,42.4371,80.071164773,63.394071254,5.55475608,5.2,50471,24342,232,43,85272,23303,12,19.9,22.6
691,Illinois,White,38.0874217046225,-88.179552957747,14410,29.1248570436752,29.4,21.3,6.0810187321,28.69852,92.193990755,65,4.3081525804,8.5,49507,25065,252,41,85339,20739,10.8,21.8,21.8
692,Illinois,Whiteside,41.7562803090564,-89.914115988598,57155,83.52946880548,33.5,26,5.9784332382,58.80466,87.545332338,61.705039446,4.5738776084,6.8,57197,26155,797,46,96898,25163,8.8,18.9,22.7
693,Illinois,Will,41.4450292629573,-87.9785617733437,685378,818.914742294628,31.8,22.8,6.2626181662,54.71652,91.345370502,69.063600227,4.0425388969,6.8,86108,32311,6426,46,149626,38057,7.2,11.2,26.7
694,Illinois,Williamson,37.7302575365873,-88.9299268173546,67336,160.25713827065,26.9,28.8,5.3857021758,84.66017,83.932640333,67.195889383,5.1360085339,7.6,46187,25238,1015,43,95002,20597,12,17.5,21.9
695,Illinois,Winnebago,42.3362641463178,-89.1608497571544,288896,562.713200693635,33.3,24.7,7.3973144439,70.93245,79.382023011,59.781782729,5.7331652455,10.5,53795,26187,4244,49,101040,22173,12.7,15.6,23.9
696,Illinois,Woodford,40.7882317881567,-89.211148942662,39123,74.1231113008018,27.1,23.2,4.4944532488,51.64489,94.052874494,74.702244617,4.0812066176,5.3,72247,32360,360,55,126714,35112,7.9,16.3,25
697,Indiana,Adams,40.7456352212811,-84.9366174320011,34813,102.684660053445,34.8,30.4,11.623896947,36.629,93.076923077,52.321428571,2.6066079799,5.5,56693,21173,384,44,88993,23297,12.4,14.5,31.5
698,Indiana,Allen,41.0908783211871,-85.0665702721995,365565,556.143776648458,32.3,22.6,9.7108854332,67.31442,91.815041191,66.798008047,3.1542277254,7,54473,26058,4788,48,99467,23886,13.3,13.1,26.3
699,Indiana,Bartholomew,39.2059643835133,-85.8975991101802,80203,197.110388061039,32.3,25.3,9.8855313363,70.69722,89.24259056,66.686315408,2.6161828016,5.2,63067,28631,1022,55,111463,26505,10.9,15,24.2
700,Indiana,Benton,40.6062629655218,-87.31094315373,8709,21.4287128727286,33.2,31.2,11.310285958,NA,94.244604317,59.249873289,3.2138172278,4.6,51649,23181,123,53,86468,22972,11.9,16.3,25.3
701,Indiana,Blackford,40.4736454316397,-85.3248266967755,12364,74.8971560566052,34.2,29.1,8.597626753,58.45023,96.774193548,54.954268293,3.8569556263,8.3,45161,21980,219,48,78852,22210,12.2,19.8,21.8
702,Indiana,Boone,40.0508031769595,-86.4687113491851,61884,146.328495915337,27.6,20.7,6.7289525229,206.45161,95.063291139,79.958104861,2.7044340463,3.3,85876,40487,626,54,159582,37447,9,12.7,27
703,Indiana,Brown,39.1962389985092,-86.2273818661699,14965,47.9666882669309,31.2,22.8,10.48944926,33.25574,98.013245033,64.957555178,3.1727379553,5.6,60944,30279,249,47,109046,26039,10.2,21,19.7
704,Indiana,Carroll,40.5828501177823,-86.5635054557074,20007,53.7493288854529,37.2,30.9,10.203067751,14.97081,92.857142857,54.152969538,3.2735775526,6.9,57092,25647,226,48,106658,26394,10,17.8,23.3
705,Indiana,Cass,40.7615436112715,-86.3459888572516,38324,92.9845235275449,32.1,27,13.198565373,42.11191,90.574712644,49.60673535,3.6947966769,7.6,48598,22625,594,52,87805,21899,10.7,16.2,24
706,Indiana,Clark,38.4773186323741,-85.7073026330531,113993,305.750384020829,36.8,27.9,8.5838265103,42.74491,91.454396056,63.846251427,3.4258357676,6.2,56774,25693,1979,49,100504,26449,11.6,14.2,23.1
707,Indiana,Clay,39.3927840503133,-87.1157635772184,26568,74.3009311450669,35.7,32.3,8.4085066604,41.98794,89.530685921,56.341348421,3.908530652,6.4,52699,22913,433,41,94239,24917,12.1,16.4,23.4
708,Indiana,Clinton,40.3017000310219,-86.4751507684364,32692,80.7076309958608,38.4,33.6,11.664033702,18.56608,90.19138756,46.328784925,2.8197674419,6,51730,23260,468,54,93250,25823,10,15.7,26.2
709,Indiana,Crawford,38.2923784568926,-86.4517245703013,10582,34.6225445961651,29.5,37.7,11.469576563,NA,88.181818182,41.318124208,4.4776119403,6.3,44152,19756,213,40,75380,18182,13,17.3,22.5
710,Indiana,Daviess,38.7024462435753,-87.0720457467728,32583,75.8646354837681,36.6,27.7,17.933448823,48.31939,94.754098361,42.125311966,2.7040106467,5.5,55434,21472,456,30,100655,22341,11.3,14.5,29.2
711,Indiana,Dearborn,39.1452377602321,-84.9733269810741,49552,162.447521141849,33.7,25.6,7.3012465543,44.22911,94.281524927,58.242343542,3.6353895607,7.1,66502,28471,745,53,117877,27517,10.8,15.1,23.2
712,Indiana,Decatur,39.3070089772403,-85.5011139692104,26340,70.6985678734136,33.5,31.8,8.1271129141,56.10203,95.637583893,65.280632411,2.9932518207,5.3,57441,24175,359,40,96148,26045,11.5,15.7,24.9
713,Indiana,DeKalb,41.3975764042484,-84.9990715994742,42489,117.103645362921,30.3,21.8,8.2776550837,49.02419,91.326530612,57.865551124,2.8265410426,6.2,58987,25132,574,47,93085,26461,11,14.7,25.1
714,Indiana,Delaware,40.2275536958714,-85.3969045426217,116463,297.002525399081,34.1,27.9,9.0132266715,99.84026,90.724165989,65.119973928,4.0122601968,9.4,43096,21566,1889,52,86210,17460,16.1,16,19.1
715,Indiana,Dubois,38.3642782944677,-86.879810706973,42345,99.1059426329682,29.5,20.9,8.9484313224,84.59044,92.962962963,63.68061309,2.4831956159,2.9,62126,27331,486,45,105062,26063,9.5,16,24.5
716,Indiana,Elkhart,41.5973955185965,-85.858752983371,201640,435.344295250357,33.6,28.1,14.192814177,52.18698,90.77107471,49.106879679,2.5905889031,6.5,59251,22387,2373,51,97485,25799,10.7,13.3,28
717,Indiana,Fayette,39.6400366578123,-85.1787687086187,23608,109.794030047284,37.3,26.5,9.6049827897,56.01275,91.791044776,51.303854875,4.6397913724,9.2,47737,21716,493,45,83829,18766,15,18.5,22.5
718,Indiana,Floyd,38.3190455637263,-85.9069128935884,76290,515.513369810276,34.7,28.1,6.9237334161,68.76776,94.052863436,68.72538207,3.321175817,6.4,64992,29350,1139,50,117468,26215,11.6,14.5,23.2
719,Indiana,Fountain,40.1209059555862,-87.241976553747,16741,42.310997094559,32.3,33.8,8.6432926829,18.17631,93.150684932,54.183481302,3.6157914156,8,53493,25086,252,41,93165,22785,12,18.9,22.8
720,Indiana,Franklin,39.4148759015887,-85.0601479864332,22887,59.5348385434094,37.2,30.6,8.8823054134,84.00018,95.604395604,56.90880379,3.7121544537,6,62251,24748,279,50,108768,25767,10.5,15.8,24.4
721,Indiana,Fulton,41.0469855995464,-86.2635431301513,20412,55.4091290972619,38.3,29.6,11.420177522,49.85293,92.896174863,59.207662168,3.3942558747,6,52798,23507,343,49,87207,23418,11.4,17.7,24.1
722,Indiana,Gibson,38.3118931609654,-87.5845972420283,33684,69.0961214932451,29.1,27,6.7459301262,32.7615,92.286501377,61.354986044,2.675224647,3.9,56960,25990,510,53,99871,25070,11,16.4,23.5
723,Indiana,Grant,40.5158075172087,-85.6547202872708,68269,164.870637057382,37.3,33.4,8.5586410335,45.11889,95.861148198,53.525573563,3.855578647,8.1,45138,20348,1234,48,81937,20144,14.9,17.7,20.9
724,Indiana,Greene,39.0363683055309,-86.9620573220517,32633,60.1519721226175,38.3,37.6,8.899688958,24.86248,94.117647059,52.943559276,4.427802821,6.2,46835,23189,553,41,88874,21369,12.1,18.1,22.6
725,Indiana,Hamilton,40.072487207296,-86.0520325223271,303042,768.563130292947,26,16.6,6.1059261261,142.70403,76.805935182,86.897727538,2.694047034,3.5,101740,42361,2137,56,171567,45631,8.2,10.5,28.6
726,Indiana,Hancock,39.8235636889219,-85.7732501440403,71955,235.133956667221,37.6,25.3,6.0362427791,84.0168,91.649694501,69.180345929,3.0322840189,4.9,73831,30011,909,57,120901,33962,9.5,14.8,24.4
727,Indiana,Harrison,38.1952663660045,-86.1114820466239,39370,81.2564593084421,38.1,27.2,8.2314837448,45.11504,97.052154195,53.853503185,3.4602419195,6.7,60379,25319,610,52,100096,24367,11,16.1,22.8
728,Indiana,Hendricks,39.7695274520339,-86.5099754747579,155817,382.943275101524,31.5,22.5,6.617668128,50.09622,96.322489392,75.350788701,2.8827811953,5,80834,31335,1493,55,132359,39857,9,12.4,26
729,Indiana,Henry,39.9310716042935,-85.3964240128495,48953,124.919595089908,29.5,25.5,7.973190945,39.19465,93.58974359,53.080963896,3.5239154616,8.4,50183,22182,820,41,85883,21710,13.2,18,21
730,Indiana,Howard,40.4836152210207,-86.1169645591383,82728,282.35104581971,35.1,30.9,8.2889490824,63.13515,75.103391232,60.192808755,4.0616283703,7.6,55365,25507,1551,47,97739,21108,14.1,17.9,22.9
731,Indiana,Huntington,40.8292272398014,-85.4881357619917,36696,95.9001191573499,37.4,28.5,7.904827114,57.79233,91.75257732,56.479133041,3.5589899869,5.2,53809,23396,491,51,92728,24480,11.4,15.9,22.2
732,Indiana,Jackson,38.9064268994655,-86.0375335384895,43637,85.6778894669234,30.5,28.5,10.010976948,56.96837,92.307692308,51.929700609,2.8465238303,5.6,55518,23098,671,50,95554,21810,11.8,15.3,24.4
733,Indiana,Jasper,41.0229897001289,-87.1161293463665,33461,59.7914430721707,35.7,27.9,9.5918897842,23.91844,92.964824121,53.735965931,3.9311890484,6.4,66720,24839,471,45,101898,28648,10.4,15.6,24.4
734,Indiana,Jay,40.4379650113036,-85.0057098235644,21196,55.2115587215824,34.8,29.4,9.5495072736,42.96968,95.93495935,46.909805634,3.3221578787,7.6,48392,20234,344,52,80691,21277,13.1,16.6,26
735,Indiana,Jefferson,38.7857737820573,-85.4385302858834,32482,90.0696199822621,35,24.8,9.1005119038,56.09399,81.524926686,50.662121411,3.4304635762,7.4,51031,23006,543,50,94108,22168,12.4,16,21.5
736,Indiana,Jennings,38.9969268689461,-85.6280567487425,28023,74.4124768460368,39.5,33.7,8.781832502,39.81756,90.522875817,49.326103796,3.6431608269,6.7,51560,22374,559,47,86556,22394,12.3,14.8,24.3
737,Indiana,Johnson,39.489964462856,-86.1016134345605,147567,460.528490466854,31.4,24.4,7.9430607159,78.62401,93.37252806,69.590041412,2.8747383282,5.5,69880,29877,1669,54,121724,32098,10.5,13.7,25.4
738,Indiana,Knox,38.6890379445581,-87.4180543154415,37956,73.5540604114397,34.4,33.7,8.4568439407,82.64903,96.894409938,59.294117647,3.2543126257,5.3,48606,22976,594,48,88538,20510,13.8,16.6,21.2
739,Indiana,Kosciusko,41.2440795216213,-85.8607284061141,78461,147.643956066337,34.4,25.8,11.794682309,36.61339,92.642140468,56.203960086,2.6465559641,5.3,57367,26854,926,49,103130,28940,10,14.9,24.5
740,Indiana,LaGrange,41.6426293827494,-85.4264964374825,38395,101.137984677896,37,25.3,24.854621129,25.44335,92.546583851,29.987538235,2.4984233251,4.1,67498,21774,377,47,102296,30589,9.2,12.6,33.6
741,Indiana,Lake,41.417068439844,-87.3820917890865,489698,981.575199983001,35.5,27.3,9.6790602457,53.74351,87.473286207,61.158668468,4.9413000069,9.6,55280,25483,7175,40,105016,22413,14.3,14.6,24.5
742,Indiana,LaPorte,41.5459900958023,-86.7399787988869,110993,185.505748668339,36.9,30.1,8.8393806879,35.4452,88.803680982,51.709996077,4.3767047702,8.8,52095,24340,1841,50,96338,22717,14.2,15.7,22.1
743,Indiana,Lawrence,38.8411659072897,-86.4834565540062,45696,101.732411468924,32.2,30.6,8.52304122,39.41663,84.304932735,56.543560606,3.8436081694,5.6,53187,23743,736,46,88723,22432,11.6,18,22.4
744,Indiana,Madison,40.1616258191976,-85.7193643365313,129862,287.358707154068,38.8,32.5,9.0541455835,49.42161,84.898843931,55.619552161,3.878447275,7.8,49522,22997,2159,52,90476,20536,14.4,16.9,22.1
745,Indiana,Marion,39.7817188381126,-86.138475324782,932142,2351.65513628449,32.5,26.3,11.683586369,79.78259,75.923988842,62.332883381,3.491296214,9,48409,25208,13592,49,94965,19955,17.4,11.3,24.9
746,Indiana,Marshall,41.3248513280459,-86.2617716949644,46833,105.567978008899,41.4,31.9,12.764730551,43.0126,89.695945946,50.66717865,3.1770367531,7.7,55766,23372,553,50,97551,23741,10,16.2,25.5
747,Indiana,Martin,38.7080160261708,-86.8030686461237,10218,30.4324185410831,42.5,39.6,9.3803786575,19.57905,96.226415094,59.668989547,2.7426160338,5.4,55444,23913,152,26,90120,20430,11.4,17.1,22.7
748,Indiana,Miami,40.7694658788363,-86.0450458502196,36093,96.5461123000348,36.7,32.5,9.9996206517,19.52853,94.943820225,46.830985915,4.0145985401,8.9,47624,21940,542,41,86649,21632,13.6,15.9,21.9
749,Indiana,Monroe,39.1609283337741,-86.5231380745941,143292,363.202680762788,25.3,22.7,9.1522512575,58.50897,90.766208251,78.335221151,3.6016645143,6.6,48883,25488,1265,50,102136,16661,16.8,11.3,16
750,Indiana,Montgomery,40.0403950904508,-86.8933145756506,38108,75.5185663253501,25.4,30,9.7663368914,38.93576,96.796338673,56.556717619,3.038053975,5.4,53700,24095,570,55,94914,26299,10.7,16.8,23.1
751,Indiana,Morgan,39.4815764701201,-86.4462344375582,69504,172.044718698731,35.9,27.9,8.2297626662,45.90249,92.057761733,56.406093906,3.3853594197,6.4,66151,26556,1032,52,109218,30655,11.2,15,23.6
752,Indiana,Newton,40.9558503982554,-87.3975972626569,14022,34.9019077522407,30.6,35.1,12.208021155,7.07714,87.898089172,50.074738416,4.3417170156,7.2,53060,24061,262,43,92325,26052,12.1,17.5,22.1
753,Indiana,Noble,41.3986119242148,-85.4175085764166,47587,115.828399568587,38.2,28.5,10.397615319,27.39611,91.155234657,51.762848623,2.9324769712,7,61341,23792,619,48,92388,26029,9.4,14.4,25.7
754,Indiana,Ohio,38.9500483983883,-84.9651069550872,6003,69.6888124846006,35.6,26.2,7.3806395094,17.15854,93.75,55.880092237,3.4989065917,5.9,58022,25278,85,43,105011,26571,9.5,19.4,20.5
755,Indiana,Orange,38.541790517873,-86.4950534398347,19579,49.1456608071233,35.5,27.2,9.9792504215,56.62514,92.268041237,43.567518248,3.8734442247,5.5,44968,21295,323,37,82381,19446,12.8,17.4,24
756,Indiana,Owen,39.312829525468,-86.8376540698923,21038,54.6016659128716,31.6,25.7,11.269041622,9.59739,92.134831461,48.048780488,4.3529411765,6.8,49731,22675,360,47,82987,23123,12.7,17.3,21.5
757,Indiana,Parke,39.7736402815855,-87.2063895444155,17033,38.30291643004,29.7,34.1,11.762295082,23.68826,85.393258427,45.232923003,3.9893988004,7,49639,22247,245,42,88634,23947,12.5,17.1,21.3
758,Indiana,Perry,38.0796537262594,-86.6380346717656,19301,50.5623214675574,35.7,26.6,8.1079196877,52.40815,89.912280702,52.393562844,3.6897994208,4.1,52332,21634,271,35,91962,21654,12.5,16.7,21
759,Indiana,Pike,38.3988000090101,-87.232159547976,12554,37.5594863893008,38.4,32.2,9.0287696388,8.08734,92.700729927,52.631578947,3.4853420195,3.9,54265,24367,205,30,95638,25122,10.7,18.7,22.7
760,Indiana,Porter,41.4605569155744,-87.067269502747,167016,399.49986407087,33.5,25,7.4772249977,62.35006,90.814884597,69.119104943,3.8446467673,6.3,69298,30615,2137,46,122175,29817,10.4,14.4,23
761,Indiana,Posey,38.0218481828079,-87.8683975768444,25527,62.3259935478347,31.3,30.5,6.4123957092,35.16312,92.642140468,68.984229269,2.825722817,4.6,68162,30396,335,60,113386,26541,10,16.4,22.7
762,Indiana,Pulaski,41.0418628835428,-86.6987928059029,12910,29.7706243128919,31.2,27.6,10.005027652,39.8915,91.823899371,50.536517826,3.125,7,49730,23958,217,32,83764,22888,11.7,18.1,23.2
763,Indiana,Putnam,39.666288732608,-86.8450012152103,37626,78.2998847235066,30.5,29,8.2356879813,34.48093,91.442542787,49.434479607,3.773249615,6.5,54718,23040,461,45,95979,25882,11.7,15.1,19.3
